#Identifiant_A;Identifiant_R;Libellé_du_site;Adresse;Complément_adresse;Lieu_dit;Code_postal;Localité;Code_INSEE;Pays;Libellé_du_type_d_automate;Nb_automtate_par_type;Type_de_distributeur_DAB;geoloc
14784A;773270;NANGIS;PLACE DUPONT PERROT;;;77370;NANGIS;77327;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.556876,3.011686
14786A;773330;NEMOURS;8 QUAI DES TANNEURS;;;77140;NEMOURS;77333;FRANCE;CHANGEUR MONNAIE;1;;48.266619,2.698823
14786A;773330;NEMOURS;8 QUAI DES TANNEURS;;;77140;NEMOURS;77333;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.266619,2.698823
14786A;773330;NEMOURS;8 QUAI DES TANNEURS;;;77140;NEMOURS;77333;FRANCE;DAB;1;Externe;48.266619,2.698823
14786A;773330;NEMOURS;8 QUAI DES TANNEURS;;;77140;NEMOURS;77333;FRANCE;NBC1I NABANCO IER;1;;48.266619,2.698823
14790A;773490;OTHIS BP;3 AVENUE DU 8 MAI 1945;;;77280;OTHIS;77349;FRANCE;URNE;1;;49.073928,2.672771
14796A;773630;LE PIN BP;17 RUE DE COURTRY;;;77181;LE PIN;77363;FRANCE;CPT BILLET;1;;48.915719,2.627178
14796A;773630;LE PIN BP;17 RUE DE COURTRY;;;77181;LE PIN;77363;FRANCE;DAB;1;Externe;48.915719,2.627178
14796A;773630;LE PIN BP;17 RUE DE COURTRY;;;77181;LE PIN;77363;FRANCE;URNE;1;;48.915719,2.627178
14797A;773730;PONTAULT COMBAULT;3 AVENUE CHARLES ROUXEL;;;77340;PONTAULT COMBAULT;77373;FRANCE;NBC1I NABANCO IER;1;;48.798345,2.605219
14800A;773790;PROVINS;8 COURS DES BENEDICTINS;;;77160;PROVINS;77379;FRANCE;CPT BILLET;1;;48.560065,3.302661
14800A;773790;PROVINS;8 COURS DES BENEDICTINS;;;77160;PROVINS;77379;FRANCE;DAB;1;Interne;48.560065,3.302661
14800A;773790;PROVINS;8 COURS DES BENEDICTINS;;;77160;PROVINS;77379;FRANCE;LISA 2;1;;48.560065,3.302661
14800A;773790;PROVINS;8 COURS DES BENEDICTINS;;;77160;PROVINS;77379;FRANCE;URNE;1;;48.560065,3.302661
14802A;773850;REBAIS BP;8 PROMENADE DE L OUEST;;;77510;REBAIS;77385;FRANCE;CPT BILLET;1;;48.847508,3.230416
14803A;773890;LA ROCHETTE BP;65 RUE HONORE DAUMIER;;;77000;LA ROCHETTE;77389;FRANCE;DAB;1;Externe;48.521902,2.661061
14814A;774310;SAINT PIERRE LES NEMOURS BP;RUE DU GUINEBERT;;;77140;ST PIERRE LES NEMOURS;77431;FRANCE;NBC1I NABANCO IER;1;;48.273598,2.677037
14829A;774640;THORIGNY SUR MARNE BP;2 RUE DU MOUSTIER;;;77400;THORIGNY SUR MARNE;77464;FRANCE;LISA 2;1;;48.884207,2.712974
14833A;774700;TOURNAN EN BRIE BP;62 RUE DE PROVINS;;;77220;TOURNAN EN BRIE;77470;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.738719,2.768186
14842A;774870;VAUX LE PENIL;PLACE DUVAUCHELLE;;;77000;VAUX LE PENIL;77487;FRANCE;NAB1I NABUCCO IER;1;;48.525905,2.681741
14845A;774930;VERNEUIL L ETANG BP;1 RUE DE L EGALITE;;;77390;VERNEUIL L ETANG;77493;FRANCE;URNE;1;;48.644508,2.836384
14847A;774950;VERT SAINT DENIS BP;PLACE DU GRAND VILLAGE;;;77240;VERT ST DENIS;77495;FRANCE;DAB;1;Externe;48.565064,2.610756
14853A;775130;VILLENOY BP;103 RUE ARISTIDE BRIAND;;;77124;VILLENOY;77513;FRANCE;NBC1I NABANCO IER;1;;48.945373,2.865015
14861A;775550;LE MEE SUR SEINE COURTILLERAIES BP;257 ALLEE DE LA GARE;;;77350;LE MEE SUR SEINE;77285;FRANCE;DAB;2;Externe;48.540839,2.624244
14871A;775800;BUSSY ST GEORGES;10 PLACE FULGENCE BIENVENUE;;;77600;BUSSY ST GEORGES;77058;FRANCE;LISA 2;2;;48.836501,2.711212
14871A;775800;BUSSY ST GEORGES;10 PLACE FULGENCE BIENVENUE;;;77600;BUSSY ST GEORGES;77058;FRANCE;NAB1I NABUCCO IER;1;;48.836501,2.711212
14871A;775800;BUSSY ST GEORGES;10 PLACE FULGENCE BIENVENUE;;;77600;BUSSY ST GEORGES;77058;FRANCE;NBC1I NABANCO IER;1;;48.836501,2.711212
14872A;779200;MITRY MORY;2 RUE DU DAUPHINE;;;77290;MITRY MORY;77294;FRANCE;CHANGEUR MONNAIE;1;;48.95324,2.60072
14876A;779240;COULOMMIERS TEMPLIERS BP;RUE LOUIS BRAILLE;;;77120;COULOMMIERS;77131;FRANCE;CPT BILLET;1;;48.820626,3.094718
14880A;779290;MEAUX DUNANT BP;22 AVENUE HENRI DUNANT;;;77100;MEAUX;77284;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.949423,2.894098
14880A;779290;MEAUX DUNANT BP;22 AVENUE HENRI DUNANT;;;77100;MEAUX;77284;FRANCE;NBC1I NABANCO IER;1;;48.949423,2.894098
14884A;779450;CHELLES FOCH BP;52 B AVENUE DU MARECHAL FOCH;;;77500;CHELLES;77108;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.870644,2.57618
14885A;779540;SAVIGNY LE TEMPLE;43 AV LOUISE MICHEL;;;77176;SAVIGNY LE TEMPLE;77445;FRANCE;DAB;2;Externe;48.595961,2.582027
14885A;779540;SAVIGNY LE TEMPLE;43 AV LOUISE MICHEL;;;77176;SAVIGNY LE TEMPLE;77445;FRANCE;NBC1I NABANCO IER;1;;48.595961,2.582027
14887A;779700;COMBS LA VILLE REPUBLIQUE BP;28 PLACE DE L AN 2000;;;77380;COMBS LA VILLE;77122;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.666199,2.5588
14888A;779710;NOISIEL LE LUZARD;15 BIS COURS DES ROCHES;;;77186;NOISIEL;77337;FRANCE;LISA 2;1;;48.845651,2.614097
14888A;779710;NOISIEL LE LUZARD;15 BIS COURS DES ROCHES;;;77186;NOISIEL;77337;FRANCE;NBC1I NABANCO IER;1;;48.845651,2.614097
14892A;780060;GUYANCOURT BLERIOT BP;PLACE DU MARCHE;CENTRE COMMERCIAL LOUIS BLERIOT;;78280;GUYANCOURT;78297;FRANCE;CPT BILLET;1;;48.773617,2.073772
14893A;780080;MANTES LA JOLIE GASSICOURT BP;RUE PAUL BERT;;;78200;MANTES LA JOLIE;78361;FRANCE;LISA 2;1;;48.995942,1.69959
14893A;780080;MANTES LA JOLIE GASSICOURT BP;RUE PAUL BERT;;;78200;MANTES LA JOLIE;78361;FRANCE;NBC1I NABANCO IER;1;;48.995942,1.69959
14895A;780150;ANDRESY BP;26 RUE DE L EGLISE;;;78570;ANDRESY;78015;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.980796,2.059242
14895A;780150;ANDRESY BP;26 RUE DE L EGLISE;;;78570;ANDRESY;78015;FRANCE;CPT BILLET;1;;48.980796,2.059242
14895A;780150;ANDRESY BP;26 RUE DE L EGLISE;;;78570;ANDRESY;78015;FRANCE;URNE;1;;48.980796,2.059242
14899A;780290;AUBERGENVILLE;3 AVENUE DE LA DIVISION LECLERC;;;78410;AUBERGENVILLE;78029;FRANCE;CPT BILLET;1;;48.95868,1.855389
14899A;780290;AUBERGENVILLE;3 AVENUE DE LA DIVISION LECLERC;;;78410;AUBERGENVILLE;78029;FRANCE;DAB;1;Externe;48.95868,1.855389
14905A;780620;BEYNES BP;PLACE DU 8 MAI 1945;;;78650;BEYNES;78062;FRANCE;URNE;1;;48.855732,1.875104
14909A;780890;BONNIERES SUR SEINE BP;49 RUE GEORGES HERREWYN;;;78270;BONNIERES SUR SEINE;78089;FRANCE;NBC1I NABANCO IER;1;;49.037674,1.58174
14909A;780890;BONNIERES SUR SEINE BP;49 RUE GEORGES HERREWYN;;;78270;BONNIERES SUR SEINE;78089;FRANCE;URNE;1;;49.037674,1.58174
14911A;780920;BOUGIVAL BP;46 BIS RUE DU GENERAL LECLERC;;;78380;BOUGIVAL;78092;FRANCE;CPT BILLET;1;;48.864353,2.139684
14921A;781230;CARRIERES SOUS POISSY BP1;26 RUE CLAUDE MONET;;;78955;CARRIERES SOUS POISSY;78123;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.948424,2.037485
14921A;781230;CARRIERES SOUS POISSY BP1;26 RUE CLAUDE MONET;;;78955;CARRIERES SOUS POISSY;78123;FRANCE;CPT BILLET;2;;48.948424,2.037485
14921A;781230;CARRIERES SOUS POISSY BP1;26 RUE CLAUDE MONET;;;78955;CARRIERES SOUS POISSY;78123;FRANCE;DAB;1;Interne;48.948424,2.037485
14923A;781260;LA CELLE ST CLOUD HOTEL DE VILLE BP;16 AVENUE CHARLES DE GAULLE;;;78170;LA CELLE ST CLOUD;78126;FRANCE;CPT BILLET;1;;48.846523,2.135222
14925A;781330;CHAMBOURCY BP;8 RUE CHAUDE;;;78240;CHAMBOURCY;78133;FRANCE;CHANGEUR MONNAIE;1;;48.906618,2.039231
14926A;781380;CHANTELOUP LES VIGNES BP;1 RUE D ANDRESY;;;78570;CHANTELOUP LES VIGNES;78138;FRANCE;NBC1I NABANCO IER;1;;48.97539,2.032591
14928A;781460;CHATOU;1 RUE DES DIX SEPT;;;78400;CHATOU;78146;FRANCE;URNE;1;;48.890538,2.157791
14930A;781580;LE CHESNAY PRINCIPAL;17 RUE POTTIER;;;78150;LE CHESNAY;78158;FRANCE;DAB;1;;48.827264,2.125574
14930A;781580;LE CHESNAY PRINCIPAL;17 RUE POTTIER;;;78150;LE CHESNAY;78158;FRANCE;NAB1I NABUCCO IER;1;;48.827264,2.125574
14931A;781600;CHEVREUSE BP;26 RUE DE LA DIVISION LECLERC;;;78460;CHEVREUSE;78160;FRANCE;CPT BILLET;1;;48.707555,2.04211
14931A;781600;CHEVREUSE BP;26 RUE DE LA DIVISION LECLERC;;;78460;CHEVREUSE;78160;FRANCE;LISA 2;1;;48.707555,2.04211
14935A;781720;CONFLANS BERTEAUX;59 RUE MAURICE BERTEAUX;;;78700;CONFLANS STE HONORINE;78172;FRANCE;DAB;1;Externe;48.993293,2.094249
14935A;781720;CONFLANS BERTEAUX;59 RUE MAURICE BERTEAUX;;;78700;CONFLANS STE HONORINE;78172;FRANCE;DAB;2;Interne;48.993293,2.094249
14942A;782080;ELANCOURT 7 MARES;1 RUE DU CHEMIN AUX BOEUFS;CENTRE ADMINISTRATIF DES 7 MARES;;78990;ELANCOURT;78208;FRANCE;DAB;1;Externe;48.767659,1.949311
14943A;782170;EPONE BP;77 AV DU PROFESSEUR EMILE SERGENT;;;78680;EPONE;78217;FRANCE;LISA 2;1;;48.956635,1.813626
14944A;782200;LES ESSARTS LE ROI BP;5 AVENUE DE LA GARE;;;78690;LES ESSARTS LE ROI;78220;FRANCE;DAB;1;Externe;48.719211,1.893445
14944A;782200;LES ESSARTS LE ROI BP;5 AVENUE DE LA GARE;;;78690;LES ESSARTS LE ROI;78220;FRANCE;URNE;1;;48.719211,1.893445
14947A;782380;FLINS SUR SEINE BP;1 RUE CHARLES DE GAULLE;;;78410;FLINS SUR SEINE;78238;FRANCE;DAB;1;Externe;48.964772,1.870826
14948A;782420;FONTENAY LE FLEURY BP;AVENUE VOLTAIRE;;;78330;FONTENAY LE FLEURY;78242;FRANCE;CHANGEUR MONNAIE;1;;48.810847,2.044181
14955A;782670;GARGENVILLE BP;5 RUE GAMBETTA;;;78440;GARGENVILLE;78267;FRANCE;URNE;1;;48.988917,1.812446
14959A;782970;GUYANCOURT VILLAROY;1 RUE LOUIS LE VAU;;;78280;GUYANCOURT;78297;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.76829,2.077562
14962A;783110;HOUILLES;16 AVENUE SCHOELCHER;;;78800;HOUILLES;78311;FRANCE;CPT BILLET;1;;48.924331,2.190799
14962A;783110;HOUILLES;16 AVENUE SCHOELCHER;;;78800;HOUILLES;78311;FRANCE;DAB;1;Interne;48.924331,2.190799
14962A;783110;HOUILLES;16 AVENUE SCHOELCHER;;;78800;HOUILLES;78311;FRANCE;NBC1I NABANCO IER;1;;48.924331,2.190799
14966A;783350;LIMAY;RUE DES 4 CHEMINS;;;78520;LIMAY;78335;FRANCE;URNE;1;;48.994022,1.737783
14970A;783500;LOUVECIENNES BP;PLACE DES COMBATTANTS;;;78430;LOUVECIENNES;78350;FRANCE;CHANGEUR MONNAIE;1;;48.860086,2.112762
14972A;783560;MAGNY LES HAMEAUX;4 PLACE PIERRE BEREGOVOY;;;78114;MAGNY LES HAMEAUX;78356;FRANCE;CHANGEUR MONNAIE;1;;48.724204,2.083743
14972A;783560;MAGNY LES HAMEAUX;4 PLACE PIERRE BEREGOVOY;;;78114;MAGNY LES HAMEAUX;78356;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.724204,2.083743
14973A;783580;MAISONS LAFFITTE;16 RUE JEAN MERMOZ;;;78600;MAISONS LAFFITTE;78358;FRANCE;URNE;1;;48.946423,2.144485
14974A;783610;MANTES LA JOLIE PRINCIPAL BP;6 RUE LA FONTAINE;;;78200;MANTES LA JOLIE;78361;FRANCE;CPT BILLET;1;;48.99869,1.685706
14974A;783610;MANTES LA JOLIE PRINCIPAL BP;6 RUE LA FONTAINE;;;78200;MANTES LA JOLIE;78361;FRANCE;DAB;2;Externe;48.99869,1.685706
14974A;783610;MANTES LA JOLIE PRINCIPAL BP;6 RUE LA FONTAINE;;;78200;MANTES LA JOLIE;78361;FRANCE;NAB1I NABUCCO IER;1;;48.99869,1.685706
14974A;783610;MANTES LA JOLIE PRINCIPAL BP;6 RUE LA FONTAINE;;;78200;MANTES LA JOLIE;78361;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;48.99869,1.685706
14975A;783620;MANTES LA VILLE;1 RUE DU PARC;;;78711;MANTES LA VILLE;78362;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.975262,1.71299
14975A;783620;MANTES LA VILLE;1 RUE DU PARC;;;78711;MANTES LA VILLE;78362;FRANCE;DAB;1;Interne;48.975262,1.71299
14979A;783800;MAULE BP;14 RUE DE MAREIL;;;78580;MAULE;78380;FRANCE;CPT BILLET;1;;48.907556,1.852295
14979A;783800;MAULE BP;14 RUE DE MAREIL;;;78580;MAULE;78380;FRANCE;URNE;1;;48.907556,1.852295
14980A;783820;MAURECOURT BP;3 RUE DU MARECHAL LECLERC;;;78780;MAURECOURT;78382;FRANCE;CPT BILLET;1;;48.996383,2.062636
14982A;783960;LE MESNIL LE ROI BP;AVENUE DE POISSY;CENTRE COMMERCIAL;;78600;LE MESNIL LE ROI;78396;FRANCE;NBC1I NABANCO IER;1;;48.942926,2.126523
14983A;783970;LE MESNIL ST DENIS;2 AVENUE HABERT DE MONTMORT;;;78320;LE MESNIL ST DENIS;78397;FRANCE;CPT BILLET;1;;48.742742,1.961721
14984A;784010;MEULAN PRINCIPAL;6 QUAI ALBERT JOLY;;;78250;MEULAN;78401;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;49.004485,1.909327
14984A;784010;MEULAN PRINCIPAL;6 QUAI ALBERT JOLY;;;78250;MEULAN;78401;FRANCE;CPT BILLET;1;;49.004485,1.909327
14984A;784010;MEULAN PRINCIPAL;6 QUAI ALBERT JOLY;;;78250;MEULAN;78401;FRANCE;URNE;1;;49.004485,1.909327
14987A;784180;MONTESSON BP;2 PLACE PAUL DEMANGE;ZAC DU CENTRE VILLE;;78360;MONTESSON;78418;FRANCE;NAB1I NABUCCO IER;1;;48.907434,2.150617
14988A;784200;MONTFORT L AMAURY BP;13 PLACE ROBERT BRAULT;;;78490;MONTFORT L AMAURY;78420;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.777192,1.809679
14989A;784230;MONTIGNY LE BRETONNEUX BP;2 PLACE JACQUES COEUR;;;78180;MONTIGNY LE BRETONNEUX;78423;FRANCE;CHANGEUR MONNAIE;1;;48.769448,2.040443
14989A;784230;MONTIGNY LE BRETONNEUX BP;2 PLACE JACQUES COEUR;;;78180;MONTIGNY LE BRETONNEUX;78423;FRANCE;CPT BILLET;1;;48.769448,2.040443
14990A;784400;LES MUREAUX;42 RUE PAUL DOUMER;;;78130;LES MUREAUX;78440;FRANCE;DAB;2;Interne;48.994284,1.910453
14990A;784400;LES MUREAUX;42 RUE PAUL DOUMER;;;78130;LES MUREAUX;78440;FRANCE;URNE;1;;48.994284,1.910453
14991A;784420;NEAUPHLE LE CHATEAU;11 RUE MARIUS MINNARD;;;78640;NEAUPHLE LE CHATEAU;78442;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.814872,1.904959
14996A;784660;ORGEVAL BP;23 RUE DE FEUCHEROLLES;;;78630;ORGEVAL;78466;FRANCE;LISA 2;2;;48.918933,1.975531
15001A;784900;PLAISIR;1 RUE DU DOCTEUR FLEMING;;;78370;PLAISIR;78490;FRANCE;DAB;1;Externe;48.817716,1.945625
15002A;784980;POISSY L OCTROI;133 RUE DU GENERAL DE GAULLE;;;78300;POISSY;78498;FRANCE;DAB;2;Interne;48.927755,2.045396
15006A;785170;RAMBOUILLET;1 PLACE ANDRE THOME;;;78120;RAMBOUILLET;78517;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.647089,1.824075
15010A;785450;SAINT CYR L ECOLE BP;AVENUE PIERRE CURIE;;;78210;ST CYR L ECOLE;78545;FRANCE;URNE;1;;48.797988,2.062812
15011A;785510;SAINT GERMAIN BEL AIR BP;41 BOULEVARD DE LA PAIX;;;78100;ST GERMAIN EN LAYE;78551;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.895403,2.073198
15011A;785510;SAINT GERMAIN BEL AIR BP;41 BOULEVARD DE LA PAIX;;;78100;ST GERMAIN EN LAYE;78551;FRANCE;DAB;1;Interne;48.895403,2.073198
15013A;785710;SAINT NOM LA BRETECHE BP;2 RUE MICHEL PEROT;;;78860;ST NOM LA BRETECHE;78571;FRANCE;CPT BILLET;1;;48.859966,2.022134
15013A;785710;SAINT NOM LA BRETECHE BP;2 RUE MICHEL PEROT;;;78860;ST NOM LA BRETECHE;78571;FRANCE;LISA 2;1;;48.859966,2.022134
15014A;785750;SAINT REMY LES CHEVREUSE BP;25 RUE DE LA REPUBLIQUE;;;78470;ST REMY LES CHEVREUSE;78575;FRANCE;CPT BILLET;1;;48.703961,2.069854
15015A;785860;SARTROUVILLE PRINCIPAL BP;PLACE ALEXANDRE DUMAS;;;78500;SARTROUVILLE;78586;FRANCE;DAB;1;Externe;48.943743,2.19035
15015A;785860;SARTROUVILLE PRINCIPAL BP;PLACE ALEXANDRE DUMAS;;;78500;SARTROUVILLE;78586;FRANCE;URNE;1;;48.943743,2.19035
15016A;785910;SEPTEUIL BP;1 RUE MAURICE CLERET;;;78790;SEPTEUIL;78591;FRANCE;CPT BILLET;1;;48.892783,1.68012
15023A;786240;TRIEL SUR SEINE BP;171 RUE PAUL DOUMER;;;78510;TRIEL SUR SEINE;78624;FRANCE;CHANGEUR MONNAIE;1;;48.982011,2.002362
15023A;786240;TRIEL SUR SEINE BP;171 RUE PAUL DOUMER;;;78510;TRIEL SUR SEINE;78624;FRANCE;CPT BILLET;1;;48.982011,2.002362
15025A;786400;VELIZY VILLACOUBLAY LE MAIL;3 RUE PAULHAN;;;78140;VELIZY VILLACOUBLAY;78640;FRANCE;DAB;1;;48.785018,2.181013
15026A;786420;VERNEUIL SUR SEINE BP;PLACE GEORGES BRASSENS;;;78480;VERNEUIL SUR SEINE;78642;FRANCE;URNE;1;;48.980248,1.974895
15027A;786430;VERNOUILLET BP;20 PLACE DU GENERAL DE GAULLE;;;78540;VERNOUILLET;78643;FRANCE;NBC1I NABANCO IER;1;;48.973197,1.982121
15028A;786460;VERSAILLES CHANTIERS BP;18 RUE BENJAMIN FRANKLIN;;;78000;VERSAILLES;78646;FRANCE;NAB1I NABUCCO IER;1;;48.797431,2.135682
15028A;786460;VERSAILLES CHANTIERS BP;18 RUE BENJAMIN FRANKLIN;;;78000;VERSAILLES;78646;FRANCE;SCA1M AUTOMATE CHEQUE MONEYLINE;1;;48.797431,2.135682
15030A;786500;LE VESINET CENTRE;2 AVENUE DES PAGES;;;78110;LE VESINET;78650;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.894244,2.135512
15030A;786500;LE VESINET CENTRE;2 AVENUE DES PAGES;;;78110;LE VESINET;78650;FRANCE;NBC1I NABANCO IER;1;;48.894244,2.135512
15031A;786720;VILLENNES SUR SEINE BP;369 AVENUE GEORGES CLEMENCEAU;;;78670;VILLENNES SUR SEINE;78672;FRANCE;CPT BILLET;1;;48.938199,1.998712
15032A;786740;VILLEPREUX BP;2 AVENUE DU TOURNE ROUE;;;78450;VILLEPREUX;78674;FRANCE;CHANGEUR MONNAIE;1;;48.82911,1.9944
15032A;786740;VILLEPREUX BP;2 AVENUE DU TOURNE ROUE;;;78450;VILLEPREUX;78674;FRANCE;LISA 2;1;;48.82911,1.9944
15033A;786860;VIROFLAY BP;2 RUE PIERRE BROSSOLETTE;;;78220;VIROFLAY;78686;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;48.80411,2.173724
15034A;786880;VOISINS LE BRETONNEUX BP;11 RUE JEAN RACINE;;;78960;VOISINS LE BRETONNEUX;78688;FRANCE;DAB;1;Externe;48.759168,2.051178
16216A;860660;CHATELLERAULT BLOSSAC;1 BOULEVARD DE BLOSSAC;;;86100;CHATELLERAULT;86066;FRANCE;DAB;1;Interne;46.817671,0.545259
16216A;860660;CHATELLERAULT BLOSSAC;1 BOULEVARD DE BLOSSAC;;;86100;CHATELLERAULT;86066;FRANCE;LISA 2;1;;46.817671,0.545259
16216A;860660;CHATELLERAULT BLOSSAC;1 BOULEVARD DE BLOSSAC;;;86100;CHATELLERAULT;86066;FRANCE;NBC1I NABANCO IER;1;;46.817671,0.545259
16224A;860780;CIVRAY BP;38 RUE VICTOR HUGO;;;86400;CIVRAY;86078;FRANCE;DAB;1;Externe;46.148617,0.294383
16226A;860820;COUHE BP;7 PLACE DE LA MARNE;;;86700;COUHE;86082;FRANCE;URNE;1;;46.300173,0.182856
16242A;861150;JAUNAY CLAN;72 B GRAND RUE;;;86130;JAUNAY CLAN;86115;FRANCE;URNE;1;;46.684429,0.374613
16259A;861370;LOUDUN BP;18 AVENUE DE LEUZE;;;86200;LOUDUN;86137;FRANCE;LISA 2;1;;47.011292,0.083374
16276A;861600;MIREBEAU BP;RUE DE LA POSTE;;;86110;MIREBEAU;86160;FRANCE;CPT BILLET;1;;46.786722,0.181213
16280A;861650;MONTMORILLON BP;29 BOULEVARD DE STRASBOURG;;;86500;MONTMORILLON;86165;FRANCE;URNE;1;;46.425153,0.869932
16285A;861740;NAINTRE BP;15 AVENUE JEAN JAURES;;;86530;NAINTRE;86174;FRANCE;DAB;1;Externe;46.761043,0.486024
16287A;861770;NEUVILLE DE POITOU;10 RUE DE LA POSTE;;;86170;NEUVILLE DE POITOU;86177;FRANCE;DAB;1;Externe;46.687147,0.245594
16352A;862930;VIVONNE;RUE DE LA MAIRIE;;;86370;VIVONNE;86293;FRANCE;LISA 2;1;;46.425938,0.25955
16353A;862940;VOUILLE BP;11 RUE GAMBETTA;;;86190;VOUILLE;86294;FRANCE;CPT BILLET;1;;46.641158,0.166482
16353A;862940;VOUILLE BP;11 RUE GAMBETTA;;;86190;VOUILLE;86294;FRANCE;NBC1I NABANCO IER;1;;46.641158,0.166482
16363A;863290;FUTUROSCOPE BP;2 AVENUE BLAISE PASCAL;;;86360;CHASSENEUIL DU POITOU;86062;FRANCE;CPT BILLET;1;;46.662586,0.360499
16364A;869200;CHATELLERAULT CHATEAUNEUF BP;140 GRAND RUE DE CHATEAUNEUF;;;86100;CHATELLERAULT;86066;FRANCE;CPT BILLET;1;;46.815924,0.53463
16364A;869200;CHATELLERAULT CHATEAUNEUF BP;140 GRAND RUE DE CHATEAUNEUF;;;86100;CHATELLERAULT;86066;FRANCE;DAB;1;Externe;46.815924,0.53463
16364A;869200;CHATELLERAULT CHATEAUNEUF BP;140 GRAND RUE DE CHATEAUNEUF;;;86100;CHATELLERAULT;86066;FRANCE;URNE;1;;46.815924,0.53463
16368A;869320;POITIERS LIBERATION;91 AVENUE DU 8 MAI 1945;CENTRE COMMERCIAL DU 8 MAI 1945;;86000;POITIERS;86194;FRANCE;CPT BILLET;1;;46.558641,0.311818
16368A;869320;POITIERS LIBERATION;91 AVENUE DU 8 MAI 1945;CENTRE COMMERCIAL DU 8 MAI 1945;;86000;POITIERS;86194;FRANCE;DAB;1;Externe;46.558641,0.311818
16368A;869320;POITIERS LIBERATION;91 AVENUE DU 8 MAI 1945;CENTRE COMMERCIAL DU 8 MAI 1945;;86000;POITIERS;86194;FRANCE;DAB;1;;46.558641,0.311818
16369A;869330;POITIERS COURONNERIES;2 PLACE DE COIMBRA;;;86000;POITIERS;86194;FRANCE;CHANGEUR MONNAIE;1;;46.589024,0.360655
16369A;869330;POITIERS COURONNERIES;2 PLACE DE COIMBRA;;;86000;POITIERS;86194;FRANCE;DAB;2;Externe;46.589024,0.360655
16369A;869330;POITIERS COURONNERIES;2 PLACE DE COIMBRA;;;86000;POITIERS;86194;FRANCE;LISA 2;2;;46.589024,0.360655
16370A;869340;CHATELLERAULT PLAINE D OZON BP;22 RUE EMILE GEORGET;CENTRE COMMERCIAL OZON;;86100;CHATELLERAULT;86066;FRANCE;DAB;1;Externe;46.805296,0.540834
16370A;869340;CHATELLERAULT PLAINE D OZON BP;22 RUE EMILE GEORGET;CENTRE COMMERCIAL OZON;;86100;CHATELLERAULT;86066;FRANCE;NBC1I NABANCO IER;1;;46.805296,0.540834
16374A;870010;AIXE SUR VIENNE;SQUARE PIERRE MENDES FRANCE;;;87700;AIXE SUR VIENNE;87001;FRANCE;CMI2R PHOTOCOPIEUR MULTIFONC RICOH;1;;45.804612,1.156968
16375A;870020;AMBAZAC;4 BIS RUE PIERRE ET MARIE CURIE;;;87240;AMBAZAC;87002;FRANCE;CPT BILLET;1;;45.95916,1.397729
16382A;870140;BESSINES SUR GARTEMPE BP;1 AVENUE JEAN BAPTISTE BETOUT;;;87250;BESSINES SUR GARTEMPE;87014;FRANCE;CPT BILLET;1;;46.110704,1.369566
16412A;870500;COUZEIX BP;173 AVENUE DE LIMOGES;;;87270;COUZEIX;87050;FRANCE;CPT BILLET;2;;45.877236,1.237777
16421A;870650;FEYTIAT BP;21 AVENUE WINSTON CHURCHILL;;;87220;FEYTIAT;87065;FRANCE;DAB;1;Externe;45.809049,1.331181
16421A;870650;FEYTIAT BP;21 AVENUE WINSTON CHURCHILL;;;87220;FEYTIAT;87065;FRANCE;NAB1I NABUCCO IER;1;;45.809049,1.331181
16421A;870650;FEYTIAT BP;21 AVENUE WINSTON CHURCHILL;;;87220;FEYTIAT;87065;FRANCE;NBC1I NABANCO IER;1;;45.809049,1.331181
16436A;870850;LIMOGES BRANTOME;38 RUE BRANTOME;;;87100;LIMOGES;87085;FRANCE;NAB1I NABUCCO IER;1;;45.840508,1.245523
16452A;871060;NEXON BP;4 PLACE DE LA REPUBLIQUE;;;87800;NEXON;87106;FRANCE;DAB;1;Externe;45.678137,1.185878
16452A;871060;NEXON BP;4 PLACE DE LA REPUBLIQUE;;;87800;NEXON;87106;FRANCE;URNE;1;;45.678137,1.185878
